رقم  السجل,حالة السجل,انشاء السجل,انتهاء السجل,رقم الرخصة,حالة الرخصة,انشاء الرخصة,انتهاء الرخصة,اسم المنشاة,التصنيف الرئيسي,التصنيف الفرعي,ص.ب,هاتف,البلدية,المنطقة,رقم الشارع,وصف الشارع,رقم المبنى,الحي,اسم الحي,كود النشاط,اسم النشاط
143805,نشط,06-JUL-20,06-JUL-21,187183,معلق,22-OCT-20,17-OCT-21,كويك مشوار ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,55,185,العزيزية,5,84,العزيزية,4921211,خدمة الليموزين
59113/2,نشط,29-JUL-20,04-FEB-22,184268,نشط,19-AUG-20,14-AUG-21,طلبات للخدمات,تجاري,محل تجارى,15307,0096599038214,بلدية ام صلال,71,750,ام صلال محمد,119,128,ام صلال محمد,4922901,تاجير السيارات بدون سائق
144743,نشط,11-AUG-20,11-AUG-21,185874,معلق,23-SEP-20,18-SEP-21,لونغ واي ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,53,740,التجاري,64,88,معيذر,4921211,خدمة الليموزين
36501,نشط,23-JUL-07,17-JAN-22,40833,نشط,,25-OCT-21,الشوق لليموزين,تجاري,مكتب تجاري,3066,+97455850033,بلدية الريان,51,620,بن عدي,23,47,الغرافة,4921211,خدمة الليموزين
146181,نشط,17-SEP-20,17-SEP-21,185903,نشط,24-SEP-20,19-SEP-21,مفاز ليموزين,تجاري,مكتب تجاري,17070,+97455395975,بلدية الريان,56,340,طريق سلوي,299,94,بو هامور,4921211,خدمة الليموزين
146166,نشط,16-SEP-20,16-SEP-21,186372,نشط,05-OCT-20,30-SEP-21,ليموزين واقف,تجاري,مكتب تجاري,,55999711,بلدية الريان,53,740,التجاري,64,88,معيذر,4921211,خدمة الليموزين
151276,نشط,04-FEB-21,04-FEB-22,192504,معلق,10-MAR-21,05-MAR-22,فاست كار لخدمة الليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,38,231,سحيم بن حمد,83,789,السد 38,4921211,خدمة الليموزين
151302,نشط,04-FEB-21,04-FEB-22,193369,نشط,31-MAR-21,26-MAR-22,الانصاف اكسبرس ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,26,220,الطريق الدائري الثاني,69,23,نجمة,4921211,خدمة الليموزين
147663,نشط,26-OCT-20,26-OCT-21,190156,نشط,05-JAN-21,31-DEC-21,الثواني لليموزين,تجاري,مكتب تجاري,4971,+97455840150,بلدية الوكرة,90,720,عبدالرحمن بن جاسم,48,635,الوكرة,4921211,خدمة الليموزين
151498,نشط,15-FEB-21,15-FEB-22,193309,نشط,30-MAR-21,25-MAR-22,فلاي هايغ ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,56,781,لبرثة,2,94,بو هامور,4921211,خدمة الليموزين
153597,نشط,27-APR-21,27-APR-22,194929,نشط,25-MAY-21,20-MAY-22,امسوا ليموزين سرفيسس,تجاري,مكتب تجاري,,,بلدية الدوحة,34,362,الجزيرة العربية,76,32,مدينة خليفة الجنوبية,4921211,خدمة الليموزين
152694,نشط,29-MAR-21,29-MAR-22,194042,نشط,17-APR-21,12-APR-22,محمد امان الله ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,53,740,المعيذر,81,801,معيذر 53,4921211,خدمة الليموزين
153485,نشط,22-APR-21,22-APR-22,195200,نشط,01-JUN-21,27-MAY-22,لموزين الأسطول,تجاري,مكتب تجاري,,+97455099989,بلدية الدوحة,16,830,,63,780,الغانم العتيق 16,4921211,خدمة الليموزين
152187,نشط,11-MAR-21,11-MAR-22,193202,نشط,27-MAR-21,22-MAR-22,حمد لليموزين,تجاري,مكتب تجاري,,,بلدية الريان,56,340,طريق سلوى,299,94,بو هامور,4921211,خدمة الليموزين
99685,نشط,01-JUN-17,27-NOV-21,139949,نشط,28-AUG-17,18-FEB-22,سبيد انت فاست لليموزين,تجاري,محل تجارى,,+974,بلدية الريان,52,990,الريان القديم,363,61,الريان العتيق,4921211,خدمة الليموزين
118483,نشط,05-JUN-18,04-JUN-22,156205,نشط,07-AUG-18,28-JAN-22,رستة ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,230,الطريق الدائري الثالث,174,23,نجمة,4921211,خدمة الليموزين
118282,نشط,31-MAY-18,26-NOV-21,155546,معلق,25-JUL-18,15-JAN-22,بلاتينيوم ليموزين,تجاري,مكتب تجاري,24684,+974,بلدية الدوحة,26,882,الخالدية,30,23,نجمة,4921211,خدمة الليموزين
101211,نشط,19-JUL-17,14-JAN-22,110919,نشط,10-SEP-15,03-SEP-21,ليموزين الريادة,تجاري,مكتب تجاري,91765,4683200/5554889,بلدية الريان,56,204,طيبة,154,95,عين خالد,4921211,خدمة الليموزين
103041,نشط,27-AUG-17,21-FEB-25,140850,معلق,01-OCT-17,25-SEP-21,طه خان ترانسبورت,تجاري,مكتب تجاري,,,بلدية الشمال,78,950,ابا ظلوف,91,396,ابا الظلوف,4921211,خدمة الليموزين
126223,منتهية,25-NOV-18,24-NOV-20,165467,معلق,01-JAN-19,26-DEC-20,فى اى بى كب لليموزين,تجاري,مكتب تجاري,,+97455113393,بلدية الريان,55,180,عثمان عفان,110,84,العزيزية,4921211,خدمة الليموزين
126317,منتهية,27-NOV-18,26-NOV-20,166429,معلق,16-JAN-19,10-JAN-21,الكوكب ليموزين,تجاري,مكتب تجاري,,+97430862193,بلدية الريان,53,790,معيذر ام الدوم,192,65,الريان الجديد,4921211,خدمة الليموزين
125555,نشط,12-NOV-18,11-NOV-21,166693,معلق,20-JAN-19,14-JAN-22,ثابت ليموزين سيرفيسس,تجاري,مكتب تجاري,,+97466262305,بلدية الدوحة,24,880,ابن سينا,26,20,روضة الخيل,4921211,خدمة الليموزين
119305,نشط,03-JUL-18,29-DEC-21,155853,نشط,31-JUL-18,21-JAN-22,سيتي ستار ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,6,109,ابن عديس,48,8,الغانم العتيق,4921211,خدمة الليموزين
118870,نشط,25-JUN-18,21-DEC-21,155020,معلق,16-JUL-18,06-JAN-22,النورس ليموزين,تجاري,مكتب تجاري,13017,55999853,بلدية الريان,55,280,,288,88,معيذر,4921211,خدمة الليموزين
94620,نشط,01-MAR-17,28-FEB-22,142263,نشط,31-OCT-17,25-OCT-21,تي اون لاين ليموزين,تجاري,مكتب تجاري,10420,55529244,بلدية الريان,51,787,الهضاب,43,47,الغرافة,4921211,خدمة الليموزين
62847,نشط,12-NOV-13,10-NOV-21,95578,نشط,,11-NOV-21,سنرايس لتاجير السيارات,تجاري,مكتب تجاري,90168,+97455507497,بلدية الريان,53,795,ام الدوم,51,88,معيذر,4922901,تاجير السيارات بدون سائق
107552,منتهية,30-NOV-17,30-NOV-19,148786,معلق,05-MAR-18,28-FEB-20,الواصل ليموزين,تجاري,مكتب تجاري,33109,+97450100491,بلدية الشمال,78,820,عمر بن الخطاب,95,396,ابا الظلوف,4921211,خدمة الليموزين
124487,نشط,22-OCT-18,21-OCT-21,164040,نشط,09-DEC-18,03-DEC-21,مرسال ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,23,231,سحيم بن حمد,48,1000,لا يوجد,4921211,خدمة الليموزين
123249,نشط,30-SEP-18,29-SEP-21,159188,نشط,04-OCT-18,28-SEP-21,بشتون ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,55,487,التضامن,16,86,فريج المرة,4921211,خدمة الليموزين
108245,منتهية,12-DEC-17,11-DEC-20,144627,معلق,13-DEC-17,07-DEC-20,لموزين اتصل نصل,تجاري,مكتب تجاري,,,بلدية الدوحة,38,893,الضفاف,53,38,السد,4921211,خدمة الليموزين
114951,نشط,27-MAR-18,22-SEP-21,157348,نشط,06-SEP-18,27-FEB-22,ليموزين زهور البنفسج,تجاري,مكتب تجاري,,+974,بلدية الريان,53,790,ام الدوم,255,88,معيذر,4921211,خدمة الليموزين
105107,نشط,18-OCT-17,17-OCT-21,143081,نشط,16-NOV-17,10-NOV-21,يونيك ورلد ليموزين سيرفيزس,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,750,محمد بن جاسم,122,130,ام صلال علي,4921211,خدمة الليموزين
103712,منتهية,19-SEP-17,18-SEP-20,141665,معلق,18-OCT-17,12-OCT-20,يونيك لخدمات ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,24,830,حطين,16,20,روضة الخيل,4921211,خدمة الليموزين
125574,نشط,13-NOV-18,12-NOV-21,162692,معلق,20-NOV-18,14-NOV-21,أي وان ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,989,ال شافي,60,65,الريان الجديد,4921211,خدمة الليموزين
100743,نشط,09-JUL-17,04-JAN-22,138603,نشط,25-JUL-17,15-JAN-22,العون لخدمه ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,55,180,عثمان بن عفان,120,84,العزيزية,4921211,خدمة الليموزين
91273,نشط,29-DEC-16,28-DEC-21,152753,نشط,17-MAY-18,11-MAY-22,ليموزين غرناطة,تجاري,مكتب تجاري,,,بلدية الدوحة,24,830,حطين,16,20,روضة الخيل,4921211,خدمة الليموزين
89770,نشط,21-NOV-16,20-NOV-21,128979,نشط,12-JAN-17,06-JAN-22,ليموزين الراقي,تجاري,مكتب تجاري,,,بلدية الريان,51,780,ثاني بن جاسم,97,47,الغرافة,4921211,خدمة الليموزين
89615,نشط,16-NOV-16,15-NOV-21,127083,نشط,04-DEC-16,28-NOV-21,الأمان لخدمة الليموزين,تجاري,مكتب تجاري,,+97433337659,بلدية الريان,55,790,ام الدوم,155,88,معيذر,4921211,خدمة الليموزين
93094,منتهية,05-FEB-17,04-FEB-21,132054,نشط,12-MAR-17,02-SEP-21,كيو سبوت ليموزين سيرفسيس,تجاري,محل تجارى,,+974,بلدية الريان,56,299,طريق سلوى,299,97,المعمورة,4921211,خدمة الليموزين
91809,نشط,11-JAN-17,10-JAN-22,132461,نشط,19-MAR-17,13-MAR-22,ليموزين البركه,تجاري,محل تجارى,15407,+97430700230,بلدية الريان,56,270,عين خالد,11,95,عين خالد,4921211,خدمة الليموزين
37911/1,نشط,05-MAY-10,16-JAN-22,72887,نشط,,30-OCT-21,ايجبت لتأجير السيارات,تجاري,محل تجارى,,+974,بلدية الريان,55,185,العزيزيه التجاري,99,84,العزيزية,4922901,تاجير السيارات بدون سائق
97868,نشط,27-APR-17,23-OCT-21,140738,نشط,27-SEP-17,21-SEP-21,لاكتشوري ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,989,الريان الجديد,42,65,الريان الجديد,4921211,خدمة الليموزين
26195,نشط,09-JUN-03,05-DEC-21,44562,نشط,,24-NOV-21,سترونج لتأجير السيارات والتجارة,تجاري,مكتب تجاري,1565,+97430139019,بلدية الريان,56,991,حالول,,94,بو هامور,4922901,تاجير السيارات بدون سائق
99329,منتهية,25-MAY-17,20-NOV-20,139378,معلق,15-AUG-17,05-FEB-21,الايت ليموزين,تجاري,مكتب تجاري,,,بلدية ام صلال,71,600,محمد بن جاسم,43,130,ام صلال علي,4921211,خدمة الليموزين
133866,نشط,06-MAY-19,01-NOV-21,172572,نشط,16-MAY-19,06-NOV-21,مسج ليموزين,تجاري,مكتب تجاري,,+9750574968,بلدية ام صلال,71,750,جاسم بن محمد,57,128,ام صلال محمد,4921211,خدمة الليموزين
130782,نشط,25-FEB-19,24-FEB-22,174368,نشط,17-JUL-19,07-JAN-22,كيو موبيليتي,تجاري,مكتب تجاري,3252,66786217,بلدية الريان,55,148,سلوى,75,428,الوعب,4922901,تاجير السيارات بدون سائق
93408,نشط,09-FEB-17,08-FEB-22,125642,نشط,,28-OCT-21,فايف تو فايف لتأجير السيارات,تجاري,معرض تجاري,,+974,بلدية الريان,55,340,طريق سلوى,354,428,الوعب,4922901,تاجير السيارات بدون سائق
95298,نشط,14-MAR-17,09-SEP-21,133056,نشط,27-MAR-17,17-SEP-21,كوديكس ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,52,640,الشقب,23,61,الريان العتيق,4921211,خدمة الليموزين
78375,نشط,14-DEC-15,11-DEC-25,119990,نشط,15-JUN-16,08-JUN-25,اصول للاجاره,تجاري,مكتب تجاري,,,بلدية الدوحة,38,343,شارع السد,26,38,السد,4922901,تاجير السيارات بدون سائق
98599,منتهية,14-MAY-17,14-MAY-19,136772,معلق,29-MAY-17,24-MAY-19,جولد ستار ليموزين,تجاري,مكتب تجاري,205036,+97450089332,بلدية الريان,53,740,التجاري,87,88,معيذر,4921211,خدمة الليموزين
73126,منتهية,04-JUN-15,02-JUN-21,104026,معلق,,14-DEC-21,اونيكس ليموزين,تجاري,مكتب تجاري,,+97477214772,بلدية الريان,53,989,ال شافي,32,65,الريان الجديد,4921211,خدمة الليموزين
127642,منتهية,26-DEC-18,25-DEC-20,166430,معلق,16-JAN-19,10-JAN-21,الطائر الحر ليموزين,تجاري,مكتب تجاري,,,بلدية الوكرة,90,720,عبدالرحمن بن جاسم,55,635,الوكرة,4921211,خدمة الليموزين
131283,منتهية,07-MAR-19,06-MAR-21,170144,نشط,24-MAR-19,14-SEP-21,جاهز لليموزين,تجاري,مكتب تجاري,24104,55571999,بلدية الريان,53,790,ام الدوم,260,88,معيذر,4921211,خدمة الليموزين
130744,نشط,25-FEB-19,24-FEB-22,169617,نشط,13-MAR-19,07-MAR-22,سرعة لميوزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,16,960,طارق بن زياد,26,8,الغانم العتيق,4921211,خدمة الليموزين
103708,نشط,19-SEP-17,18-SEP-21,141278,نشط,10-OCT-17,04-OCT-21,غرين لاين ليموزين,تجاري,مكتب تجاري,,+97466057900,بلدية الدوحة,26,940,الخالدية,20,23,نجمة,4921211,خدمة الليموزين
120567,نشط,29-JUL-18,24-JAN-22,163155,معلق,26-NOV-18,20-NOV-20,الجساسيه ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,24,840,الروابي,16,20,روضة الخيل,4921211,خدمة الليموزين
120760,نشط,31-JUL-18,26-JAN-22,165931,نشط,08-JAN-19,02-JAN-22,الدنيم ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,24,220,الطريق الدائري الثاني,185,20,روضة الخيل,4921211,خدمة الليموزين
98346,نشط,08-MAY-17,03-NOV-21,142214,معلق,30-OCT-17,24-OCT-21,تارجت ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,790,ام الدوم,109,65,الريان الجديد,4922901,تاجير السيارات بدون سائق
102787,نشط,21-AUG-17,16-FEB-22,141181,نشط,08-OCT-17,02-OCT-21,وايت كورنر لليموزين,تجاري,مكتب تجاري,,+97450399977,بلدية ام صلال,71,445,الخريطيات الشمالي,31,127,الخريطيات,4921211,خدمة الليموزين
122955,نشط,25-SEP-18,24-SEP-21,165135,معلق,26-DEC-18,20-DEC-21,العوينه لليموزين,تجاري,مكتب تجاري,,+97455788832,بلدية الريان,53,652,الرويضات,43,88,معيذر,4921211,خدمة الليموزين
123493,نشط,03-OCT-18,02-OCT-21,159969,معلق,15-OCT-18,09-OCT-21,ليموزين عقارب الساعة,تجاري,مكتب تجاري,,+974,بلدية الريان,53,615,ام الدوم,85,88,معيذر,4921211,خدمة الليموزين
123390,نشط,02-OCT-18,01-OCT-21,163697,نشط,04-DEC-18,28-NOV-21,سبيد لاين  لتاجير السيارات,تجاري,محل تجارى,92505,+97455555219,بلدية الريان,53,615,التوبة,74,88,معيذر,4922901,تاجير السيارات بدون سائق
127371,منتهية,17-DEC-18,16-DEC-20,166856,معلق,22-JAN-19,16-JAN-21,سبل لليموزين,تجاري,مكتب تجاري,,+97466534341,بلدية الدوحة,38,343,السد,26,38,السد,4921211,خدمة الليموزين
94839,منتهية,06-MAR-17,28-FEB-21,134952,معلق,25-APR-17,16-OCT-21,سواق ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,55,747,340,81,85,الغانم الجديد,4921211,خدمة الليموزين
95555,منتهية,16-MAR-17,15-MAR-21,49817,معلق,,02-JAN-21,رايزنق للتجارة والمقاولات,تجاري,مكتب تجاري,,+974,بلدية الريان,56,965,طريق المنطقة الصناعية,271,95,عين خالد,4922901,تاجير السيارات بدون سائق
93906,منتهية,21-FEB-17,21-FEB-20,131476,معلق,01-MAR-17,24-FEB-20,ليموزين بوابة الشمال,تجاري,مكتب تجاري,,+974,بلدية الدوحة,6,834,ابن مالك,6,8,الغانم العتيق,4921211,خدمة الليموزين
96661,نشط,06-APR-17,02-OCT-21,134814,معلق,23-APR-17,14-OCT-21,الهلال ليموزين,تجاري,مكتب تجاري,82512,+9743372222,بلدية الوكرة,90,311,شارع الوكرة العام,423,635,الوكرة,4921211,خدمة الليموزين
96332,نشط,30-MAR-17,29-MAR-22,134309,نشط,13-APR-17,07-APR-22,الفورمله فور لتأجير السيارات,تجاري,محل تجارى,,+97455859096,بلدية الدوحة,45,840,المطار  العتيق,4,44,المطار العتيق,4922901,تاجير السيارات بدون سائق
87351,نشط,06-SEP-16,05-SEP-21,130606,معلق,13-FEB-17,07-FEB-22,ثري ستار ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,55,185,العزيزية,53,84,العزيزية,4921211,خدمة الليموزين
84606/3,نشط,28-NOV-16,13-JUN-23,126964,نشط,30-NOV-16,24-NOV-21,سكايلاين لايجار السيارات,تجاري,مكتب تجاري,,,بلدية الريان,55,148,طريق سلوي,65,428,الوعب,4922901,تاجير السيارات بدون سائق
110612,نشط,11-JAN-18,10-JAN-22,87464,نشط,,23-JUN-22,سيرون للموزين,تجاري,مكتب تجاري,,+97455822900,بلدية الدوحة,32,960,مدينه خليفه,9,29,مدينة خليفة الشمالية,4921211,خدمة الليموزين
90552,نشط,08-DEC-16,07-DEC-21,135169,نشط,30-APR-17,21-OCT-21,ليموزين الإثارة,تجاري,مكتب تجاري,8500,+97433337981,بلدية الريان,55,485,طريق سلوى,14,86,فريج المرة,4921211,خدمة الليموزين
123264,نشط,30-SEP-18,29-SEP-21,163941,معلق,06-DEC-18,30-NOV-21,فرست تراست لليموزين,تجاري,مكتب تجاري,,+97477489897,بلدية الريان,53,989,ال شافي,32,65,الريان الجديد,4921211,خدمة الليموزين
94810,منتهية,05-MAR-17,04-MAR-21,135158,معلق,28-APR-17,19-OCT-21,الاستاذ لموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,740,التوبه,26,65,الريان الجديد,4921211,خدمة الليموزين
96328,نشط,30-MAR-17,29-MAR-22,101316,معلق,,08-FEB-22,الحريري لخدمات الليموزين,تجاري,مكتب تجاري,,+97466161400,بلدية الدوحة,36,820,عروة بن مسعود,33,34,المسيلة,4921211,خدمة الليموزين
62828,نشط,11-NOV-13,09-NOV-21,96351,نشط,,21-DEC-21,ايفرست لخدمة الليموزين,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,600,محمد بن جاسم,43,128,ام صلال محمد,4921211,خدمة الليموزين
132586,نشط,04-APR-19,30-SEP-21,172591,معلق,16-MAY-19,06-NOV-21,الاسد ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,17,830,الميناء,54,14,الرفاع,4921211,خدمة الليموزين
89611,نشط,16-NOV-16,15-NOV-21,137483,نشط,13-JUN-17,04-DEC-21,بودابست لخدمات الليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,52,640,الشقب,31,61,الريان العتيق,4921211,خدمة الليموزين
105666,نشط,30-OCT-17,29-OCT-21,142942,نشط,14-NOV-17,08-NOV-21,واتس اب ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,37,232,ابن الدبار,137,35,فريج بن عمران,4921211,خدمة الليموزين
90486,نشط,07-DEC-16,06-DEC-21,129230,نشط,17-JAN-17,11-JAN-22,كويك لاند ليموزين,تجاري,محل تجارى,14841,+97450122666,بلدية الريان,56,560,عين خالد,138,95,عين خالد,4921211,خدمة الليموزين
92576,نشط,25-JAN-17,24-JAN-22,130514,نشط,12-FEB-17,06-FEB-22,سكي ليموزين سيرفيسس,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,320,320,11,23,نجمة,4921211,خدمة الليموزين
28159,نشط,08-JUN-04,03-DEC-23,43871,معلق,,14-MAR-22,اوركس   لتاجير  السيارات,تجاري,مكتب تجاري,,,بلدية الدوحة,37,232,احمد بن علي,111,35,فريج بن عمران,4922901,تاجير السيارات بدون سائق
92129,نشط,17-JAN-17,16-JAN-22,77543,نشط,,31-JAN-22,افيكس للتجارة والمقاولات والليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,27,310,شارع المطار,51,489,ام غويلينة,4921211,خدمة الليموزين
91653,نشط,08-JAN-17,07-JAN-22,129232,نشط,17-JAN-17,11-JAN-22,ستور ترافيل ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,615,التوبة,77,65,الريان الجديد,4921211,خدمة الليموزين
115727,نشط,10-APR-18,09-APR-22,182120,نشط,16-JUN-20,11-JUN-22,اوتوزي لتأجير السيارات,تجاري,مكتب تجاري,4219,+97455704825,بلدية الدوحة,23,231,سحيم بن حمد,44,1000,لا يوجد,4922901,تاجير السيارات بدون سائق
127407,نشط,19-DEC-18,18-DEC-21,169453,معلق,11-MAR-19,05-MAR-22,ولكوم ليموزين,تجاري,مكتب تجاري,,+97450365525,بلدية الدوحة,26,320,نجمة,11,23,نجمة,4921211,خدمة الليموزين
110535,نشط,10-JAN-18,09-JAN-22,152100,نشط,06-MAY-18,30-APR-22,الوقت السريع لتأجير السيارات,تجاري,مكتب تجاري,12528,55000712,بلدية الريان,56,995,بو هامور,191,94,بو هامور,4922901,تاجير السيارات بدون سائق
97775,منتهية,26-APR-17,22-OCT-20,135682,معلق,08-MAY-17,29-OCT-20,ليموزين بركات,تجاري,مكتب تجاري,,+97431316020,بلدية الريان,55,900,الفروسيه,11,88,معيذر,4921211,خدمة الليموزين
98609,نشط,14-MAY-17,09-NOV-21,136306,نشط,18-MAY-17,08-NOV-21,ليموزين والتن,تجاري,مكتب تجاري,,+974,بلدية الدوحة,25,850,المنصورة,62,21,المنصورة,4921211,خدمة الليموزين
99267,نشط,25-MAY-17,20-NOV-21,71237,نشط,,25-JAN-22,ميلينيوم شوفيرينج,تجاري,مكتب تجاري,5390,+97455533394,بلدية الدوحة,27,230,الدائري الثالث,36,24,ام غويلينة,4922901,تاجير السيارات بدون سائق
100458,نشط,20-JUN-17,16-DEC-21,52450,معلق,,31-DEC-21,الكادي لتأجير السيارات,تجاري,مكتب تجاري,,55531315,بلدية الريان,55,652,الرويضات,43,88,معيذر,4922901,تاجير السيارات بدون سائق
89549,نشط,15-NOV-16,14-NOV-21,128771,نشط,08-JAN-17,02-JAN-22,جو فور موف انتربرايسس,تجاري,مكتب تجاري,,+974,بلدية الدوحة,41,230,الدائري الثالث,229,42,نعيجة,4921211,خدمة الليموزين
89549,نشط,15-NOV-16,14-NOV-21,128771,نشط,08-JAN-17,02-JAN-22,جو فور موف انتربرايسس,تجاري,مكتب تجاري,,+974,بلدية الدوحة,41,230,الدائري الثالث,229,42,نعيجة,4922901,تاجير السيارات بدون سائق
95739,نشط,21-MAR-17,16-SEP-21,136493,نشط,23-MAY-17,13-NOV-21,ليموزين جايك,تجاري,مكتب تجاري,,+974,بلدية الريان,52,640,الشقب,23,61,الريان العتيق,4921211,خدمة الليموزين
100100,منتهية,13-JUN-17,09-DEC-20,143290,معلق,20-NOV-17,14-NOV-20,هابي ريد ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,320,نجمة,11,23,نجمة,4921211,خدمة الليموزين
98679,نشط,15-MAY-17,10-NOV-21,137721,نشط,20-JUN-17,11-DEC-21,القرين ليموزين,تجاري,مكتب تجاري,,+97433005951,بلدية الدوحة,24,830,حطين,33,20,روضة الخيل,4921211,خدمة الليموزين
98595,نشط,11-MAY-17,06-NOV-21,136471,معلق,23-MAY-17,13-NOV-21,الباهرة لليموزين,تجاري,مكتب تجاري,,+97455527819,بلدية الريان,53,790,ام الدوم,150,88,معيذر,4921211,خدمة الليموزين
97990,نشط,01-MAY-17,27-OCT-21,135963,معلق,11-MAY-17,01-NOV-20,سبيد لموزين,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,750,شارع 750,63,128,ام صلال محمد,4921211,خدمة الليموزين
134178,نشط,15-MAY-19,10-NOV-21,174413,نشط,18-JUL-19,08-JAN-22,نجوم التقدير ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,55,340,طريق سلوى,474,85,الغانم الجديد,4921211,خدمة الليموزين
133797,نشط,05-MAY-19,31-OCT-21,191268,نشط,31-JAN-21,26-JAN-22,دور تو دور ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,56,340,,299,97,المعمورة,4921211,خدمة الليموزين
91831,منتهية,11-JAN-17,10-JAN-21,130621,معلق,13-FEB-17,07-FEB-21,دكا لتأجير السيارات,تجاري,مكتب تجاري,32402,+97433636464,بلدية الدوحة,26,850,المنصورة,39,23,نجمة,4922901,تاجير السيارات بدون سائق
89490,نشط,14-NOV-16,13-NOV-21,126748,معلق,27-NOV-16,21-NOV-21,سنترال ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,615,,77,65,الريان الجديد,4921211,خدمة الليموزين
91462,نشط,03-JAN-17,02-JAN-22,129275,نشط,18-JAN-17,12-JAN-22,ليموزين الغرافه,تجاري,مكتب تجاري,haaba1990@gmail.com,+97455670291,بلدية الريان,55,83,العزمة,138,84,العزيزية,4921211,خدمة الليموزين
75392,نشط,16-SEP-15,14-SEP-21,7284,نشط,,24-JUL-21,جمبو للعقارات,تجاري,مكتب تجاري,,+974,بلدية الدوحة,61,836,الدفنه,186,101,الدفنة,4922901,تاجير السيارات بدون سائق
101246,نشط,20-JUL-17,15-JAN-22,139151,معلق,09-AUG-17,30-JAN-22,تونتي فور هاويرس ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,790,ام الدوم,45,88,معيذر,4921211,خدمة الليموزين
105632,منتهية,30-OCT-17,29-OCT-20,144020,معلق,03-DEC-17,27-NOV-20,لموزين التطور,تجاري,محل تجارى,,55882998,بلدية الخور و الذخيرة,74,211,طريق الخور,43,269,الخور,4921211,خدمة الليموزين
107252,نشط,27-NOV-17,26-NOV-21,103420,نشط,,16-NOV-21,كونفيدنت لتاجير السيارات,تجاري,مكتب تجاري,,+974,بلدية الريان,55,423,العزيزيه,29,84,العزيزية,4922901,تاجير السيارات بدون سائق
101702,منتهية,27-JUL-17,22-JAN-21,139295,معلق,13-AUG-17,03-FEB-21,لورنس ليموزين,تجاري,مكتب تجاري,,55600499,بلدية الريان,53,615,التوبة,72,88,معيذر,4921211,خدمة الليموزين
55522,نشط,01-MAY-12,30-APR-22,88371,نشط,,30-SEP-21,تشالينجر لتأجير السيارات,,,203260,40163030,بلدية الدوحة,24,230,روضة الخيل,358,20,روضة الخيل,4922901,تاجير السيارات بدون سائق
60639/2,نشط,05-MAR-14,10-NOV-21,97897,معلق,,04-MAR-22,انسبير ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,22,930,بن محمود,40,19,فريج بن محمود,4922901,تاجير السيارات بدون سائق
108401,منتهية,14-DEC-17,13-DEC-20,147177,معلق,31-JAN-18,25-JAN-21,اطياف ليموزين,تجاري,مكتب تجاري,,+97455552635,بلدية الدوحة,27,950,سعيد بن العاص,9,489,ام غويلينة,4921211,خدمة الليموزين
96757,منتهية,09-APR-17,05-OCT-20,138838,معلق,01-AUG-17,22-JAN-21,الضيافه لليموزين,تجاري,مكتب تجاري,,55353888,بلدية الدوحة,24,920,وادي رشيده,87,20,روضة الخيل,4921211,خدمة الليموزين
96852,نشط,11-APR-17,07-OCT-21,137377,معلق,11-JUN-17,05-JUN-22,بروتكتر ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,55,487,التضامن,46,86,فريج المرة,4921211,خدمة الليموزين
